staff_member,week_commencing,week_number,programme_category,activity_value
Legacy Data,22/04/2024,17,St. Andrews,0
Legacy Data,29/04/2024,18,St. Andrews,0
Legacy Data,06/05/2024,19,St. Andrews,0
Legacy Data,13/05/2024,20,St. Andrews,0
Legacy Data,20/05/2024,21,St. Andrews,0
Legacy Data,27/05/2024,22,St. Andrews,0
Legacy Data,03/06/2024,23,St. Andrews,0
Legacy Data,10/06/2024,24,St. Andrews,0
Legacy Data,17/06/2024,25,St. Andrews,0
Legacy Data,24/06/2024,26,St. Andrews,0
Legacy Data,01/07/2024,27,St. Andrews,0
Legacy Data,08/07/2024,28,St. Andrews,0
Legacy Data,15/07/2024,29,St. Andrews,0
Legacy Data,22/07/2024,30,St. Andrews,0
Legacy Data,29/07/2024,31,St. Andrews,0
Legacy Data,05/08/2024,32,St. Andrews,0
Legacy Data,12/08/2024,33,St. Andrews,0
Legacy Data,19/08/2024,34,St. Andrews,0
Legacy Data,26/08/2024,35,St. Andrews,0
Legacy Data,02/09/2024,36,St. Andrews,0
Legacy Data,09/09/2024,37,St. Andrews,0
Legacy Data,16/09/2024,38,St. Andrews,0
Legacy Data,23/09/2024,39,St. Andrews,0
Legacy Data,30/09/2024,40,St. Andrews,0
Legacy Data,07/10/2024,41,St. Andrews,0
Legacy Data,14/10/2024,42,St. Andrews,0
Legacy Data,21/10/2024,43,St. Andrews,0
Legacy Data,28/10/2024,44,St. Andrews,0
Legacy Data,04/11/2024,45,St. Andrews,0
Legacy Data,11/11/2024,46,St. Andrews,0
Legacy Data,18/11/2024,47,St. Andrews,0
Legacy Data,25/11/2024,48,St. Andrews,0
Legacy Data,02/12/2024,49,St. Andrews,0
Legacy Data,09/12/2024,50,St. Andrews,0
Legacy Data,16/12/2024,51,St. Andrews,0
Legacy Data,23/12/2024,52,St. Andrews,0
Legacy Data,30/12/2024,1,St. Andrews,0
Legacy Data,06/01/2025,2,St. Andrews,0
Legacy Data,13/01/2025,3,St. Andrews,0
Legacy Data,20/01/2025,4,St. Andrews,0
Legacy Data,27/01/2025,5,St. Andrews,0
Legacy Data,03/02/2025,6,St. Andrews,0
Legacy Data,10/02/2025,7,St. Andrews,0
Legacy Data,17/02/2025,8,St. Andrews,0
Legacy Data,24/02/2025,9,St. Andrews,0
Legacy Data,03/03/2025,10,St. Andrews,0
Legacy Data,10/03/2025,11,St. Andrews,0
Legacy Data,17/03/2025,12,St. Andrews,0
Legacy Data,24/03/2025,13,St. Andrews,0
Legacy Data,31/03/2025,14,St. Andrews,0
Legacy Data,07/04/2025,15,St. Andrews,0
Legacy Data,14/04/2025,16,St. Andrews,0
Legacy Data,21/04/2025,17,St. Andrews,0
Legacy Data,28/04/2025,18,St. Andrews,0
Legacy Data,05/05/2025,19,St. Andrews,0
Legacy Data,12/05/2025,20,St. Andrews,0
Legacy Data,19/05/2025,21,St. Andrews,0
Legacy Data,26/05/2025,22,St. Andrews,0
Legacy Data,02/06/2025,23,St. Andrews,0
Legacy Data,09/06/2025,24,St. Andrews,0
Legacy Data,16/06/2025,25,St. Andrews,0
Legacy Data,23/06/2025,26,St. Andrews,0
Legacy Data,30/06/2025,27,St. Andrews,0
Legacy Data,07/07/2025,28,St. Andrews,0
Legacy Data,14/07/2025,29,St. Andrews,0
Legacy Data,21/07/2025,30,St. Andrews,0
Legacy Data,28/07/2025,31,St. Andrews,0
Legacy Data,04/08/2025,32,St. Andrews,0
Legacy Data,11/08/2025,33,St. Andrews,0
Legacy Data,18/08/2025,34,St. Andrews,0
Legacy Data,25/08/2025,35,St. Andrews,0
Legacy Data,01/09/2025,36,St. Andrews,0
Legacy Data,08/09/2025,37,St. Andrews,0
Legacy Data,15/09/2025,38,St. Andrews,0
Legacy Data,22/09/2025,39,St. Andrews,0
Legacy Data,29/09/2025,40,St. Andrews,0
Legacy Data,06/10/2025,41,St. Andrews,0
Legacy Data,13/10/2025,42,St. Andrews,0
Legacy Data,20/10/2025,43,St. Andrews,0
Legacy Data,27/10/2025,44,St. Andrews,2
Legacy Data,03/11/2025,45,St. Andrews,7
Legacy Data,10/11/2025,46,St. Andrews,7
Legacy Data,17/11/2025,47,St. Andrews,7
Legacy Data,24/11/2025,48,St. Andrews,7
Legacy Data,01/12/2025,49,St. Andrews,6.774193548
Legacy Data,08/12/2025,50,St. Andrews,6.774193548
Legacy Data,15/12/2025,51,St. Andrews,6.774193548
Legacy Data,22/12/2025,52,St. Andrews,6.774193548
Legacy Data,29/12/2025,1,St. Andrews,2.903225806
Legacy Data,01/01/2024,1,UEC Men-SAT,19.87096774
Legacy Data,08/01/2024,2,UEC Men-SAT,19.87096774
Legacy Data,15/01/2024,3,UEC Men-SAT,19.87096774
Legacy Data,22/01/2024,4,UEC Men-SAT,19.87096774
Legacy Data,29/01/2024,5,UEC Men-SAT,28.7919911
Legacy Data,05/02/2024,6,UEC Men-SAT,35.48275862
Legacy Data,12/02/2024,7,UEC Men-SAT,35.48275862
Legacy Data,19/02/2024,8,UEC Men-SAT,35.48275862
Legacy Data,26/02/2024,9,UEC Men-SAT,30.53392659
Legacy Data,04/03/2024,10,UEC Men-SAT,23.93548387
Legacy Data,11/03/2024,11,UEC Men-SAT,23.93548387
Legacy Data,18/03/2024,12,UEC Men-SAT,23.93548387
Legacy Data,25/03/2024,13,UEC Men-SAT,23.93548387
Legacy Data,01/04/2024,14,UEC Men-SAT,23.91666667
Legacy Data,08/04/2024,15,UEC Men-SAT,23.91666667
Legacy Data,15/04/2024,16,UEC Men-SAT,23.91666667
Legacy Data,22/04/2024,17,UEC Men-SAT,23.91666667
Legacy Data,29/04/2024,18,UEC Men-SAT,12.96236559
Legacy Data,06/05/2024,19,UEC Men-SAT,8.580645161
Legacy Data,13/05/2024,20,UEC Men-SAT,8.580645161
Legacy Data,20/05/2024,21,UEC Men-SAT,8.580645161
Legacy Data,27/05/2024,22,UEC Men-SAT,14.12903226
Legacy Data,03/06/2024,23,UEC Men-SAT,28
Legacy Data,10/06/2024,24,UEC Men-SAT,28
Legacy Data,17/06/2024,25,UEC Men-SAT,28
Legacy Data,24/06/2024,26,UEC Men-SAT,28
Legacy Data,01/07/2024,27,UEC Men-SAT,32.85483871
Legacy Data,08/07/2024,28,UEC Men-SAT,32.85483871
Legacy Data,15/07/2024,29,UEC Men-SAT,32.85483871
Legacy Data,22/07/2024,30,UEC Men-SAT,32.85483871
Legacy Data,29/07/2024,31,UEC Men-SAT,30.33870968
Legacy Data,05/08/2024,32,UEC Men-SAT,28.4516129
Legacy Data,12/08/2024,33,UEC Men-SAT,28.4516129
Legacy Data,19/08/2024,34,UEC Men-SAT,28.4516129
Legacy Data,26/08/2024,35,UEC Men-SAT,32.75376344
Legacy Data,02/09/2024,36,UEC Men-SAT,58.56666667
Legacy Data,09/09/2024,37,UEC Men-SAT,58.56666667
Legacy Data,16/09/2024,38,UEC Men-SAT,58.56666667
Legacy Data,23/09/2024,39,UEC Men-SAT,58.56666667
Legacy Data,30/09/2024,40,UEC Men-SAT,42.62473118
Legacy Data,07/10/2024,41,UEC Men-SAT,39.96774194
Legacy Data,14/10/2024,42,UEC Men-SAT,39.96774194
Legacy Data,21/10/2024,43,UEC Men-SAT,39.96774194
Legacy Data,28/10/2024,44,UEC Men-SAT,42.83870968
Legacy Data,04/11/2024,45,UEC Men-SAT,46.66666667
Legacy Data,11/11/2024,46,UEC Men-SAT,46.66666667
Legacy Data,18/11/2024,47,UEC Men-SAT,46.66666667
Legacy Data,25/11/2024,48,UEC Men-SAT,45.16129032
Legacy Data,02/12/2024,49,UEC Men-SAT,36.12903226
Legacy Data,09/12/2024,50,UEC Men-SAT,36.12903226
Legacy Data,16/12/2024,51,UEC Men-SAT,36.12903226
Legacy Data,23/12/2024,52,UEC Men-SAT,36.12903226
Legacy Data,30/12/2024,1,UEC Men-SAT,38.70967742
Legacy Data,06/01/2025,2,UEC Men-SAT,39.74193548
Legacy Data,13/01/2025,3,UEC Men-SAT,39.74193548
Legacy Data,20/01/2025,4,UEC Men-SAT,39.74193548
Legacy Data,27/01/2025,5,UEC Men-SAT,42.92281106
Legacy Data,03/02/2025,6,UEC Men-SAT,50.875
Legacy Data,10/02/2025,7,UEC Men-SAT,50.875
Legacy Data,17/02/2025,8,UEC Men-SAT,50.875
Legacy Data,24/02/2025,9,UEC Men-SAT,49.984447
Legacy Data,03/03/2025,10,UEC Men-SAT,47.75806452
Legacy Data,10/03/2025,11,UEC Men-SAT,47.75806452
Legacy Data,17/03/2025,12,UEC Men-SAT,47.75806452
Legacy Data,24/03/2025,13,UEC Men-SAT,47.75806452
Legacy Data,31/03/2025,14,UEC Men-SAT,42.62258065
Legacy Data,07/04/2025,15,UEC Men-SAT,41.76666667
Legacy Data,14/04/2025,16,UEC Men-SAT,41.76666667
Legacy Data,21/04/2025,17,UEC Men-SAT,41.76666667
Legacy Data,28/04/2025,18,UEC Men-SAT,39.96451613
Legacy Data,05/05/2025,19,UEC Men-SAT,38.61290323
Legacy Data,12/05/2025,20,UEC Men-SAT,38.61290323
Legacy Data,19/05/2025,21,UEC Men-SAT,38.61290323
Legacy Data,26/05/2025,22,UEC Men-SAT,39.08010753
Legacy Data,02/06/2025,23,UEC Men-SAT,41.88333333
Legacy Data,09/06/2025,24,UEC Men-SAT,41.88333333
Legacy Data,16/06/2025,25,UEC Men-SAT,41.88333333
Legacy Data,23/06/2025,26,UEC Men-SAT,41.88333333
Legacy Data,30/06/2025,27,UEC Men-SAT,51.56397849
Legacy Data,07/07/2025,28,UEC Men-SAT,53.17741935
Legacy Data,14/07/2025,29,UEC Men-SAT,53.17741935
Legacy Data,21/07/2025,30,UEC Men-SAT,53.17741935
Legacy Data,28/07/2025,31,UEC Men-SAT,53.61290323
Legacy Data,04/08/2025,32,UEC Men-SAT,54.19354839
Legacy Data,11/08/2025,33,UEC Men-SAT,54.19354839
Legacy Data,18/08/2025,34,UEC Men-SAT,54.19354839
Legacy Data,25/08/2025,35,UEC Men-SAT,54.19354839
Legacy Data,01/09/2025,36,UEC Men-SAT,61.6
Legacy Data,08/09/2025,37,UEC Men-SAT,61.6
Legacy Data,15/09/2025,38,UEC Men-SAT,61.6
Legacy Data,22/09/2025,39,UEC Men-SAT,61.6
Legacy Data,29/09/2025,40,UEC Men-SAT,62.11612903
Legacy Data,06/10/2025,41,UEC Men-SAT,62.32258065
Legacy Data,13/10/2025,42,UEC Men-SAT,62.32258065
Legacy Data,20/10/2025,43,UEC Men-SAT,62.32258065
Legacy Data,27/10/2025,44,UEC Men-SAT,62.1827957
Legacy Data,03/11/2025,45,UEC Men-SAT,61.83333333
Legacy Data,10/11/2025,46,UEC Men-SAT,61.83333333
Legacy Data,17/11/2025,47,UEC Men-SAT,61.83333333
Legacy Data,24/11/2025,48,UEC Men-SAT,61.83333333
Legacy Data,01/12/2025,49,UEC Men-SAT,37.93548387
Legacy Data,08/12/2025,50,UEC Men-SAT,37.93548387
Legacy Data,15/12/2025,51,UEC Men-SAT,37.93548387
Legacy Data,22/12/2025,52,UEC Men-SAT,37.93548387
Legacy Data,29/12/2025,1,UEC Men-SAT,16.25806452
Legacy Data,01/01/2024,1,General Admin Tasks,58.70967742
Legacy Data,01/01/2024,1,MHIST Team Meetings,20.32258065
Legacy Data,01/01/2024,1,NHSE Gov and Prof,10.9516129
Legacy Data,01/01/2024,1,Training and Personal Development,29.09516129
Legacy Data,08/01/2024,2,General Admin Tasks,58.70967742
Legacy Data,08/01/2024,2,MHIST Team Meetings,20.32258065
Legacy Data,08/01/2024,2,NHSE Gov and Prof,10.9516129
Legacy Data,08/01/2024,2,Training and Personal Development,29.09516129
Legacy Data,15/01/2024,3,General Admin Tasks,58.70967742
Legacy Data,15/01/2024,3,MHIST Team Meetings,20.32258065
Legacy Data,15/01/2024,3,NHSE Gov and Prof,10.9516129
Legacy Data,15/01/2024,3,Training and Personal Development,29.09516129
Legacy Data,22/01/2024,4,General Admin Tasks,58.70967742
Legacy Data,22/01/2024,4,MHIST Team Meetings,20.32258065
Legacy Data,22/01/2024,4,NHSE Gov and Prof,10.9516129
Legacy Data,22/01/2024,4,Training and Personal Development,29.09516129
Legacy Data,29/01/2024,5,General Admin Tasks,58.95439377
Legacy Data,29/01/2024,5,MHIST Team Meetings,21.12347052
Legacy Data,29/01/2024,5,NHSE Gov and Prof,9.590100111
Legacy Data,29/01/2024,5,Training and Personal Development,29.80728587
Legacy Data,05/02/2024,6,General Admin Tasks,59.13793103
Legacy Data,05/02/2024,6,MHIST Team Meetings,21.72413793
Legacy Data,05/02/2024,6,NHSE Gov and Prof,8.568965517
Legacy Data,05/02/2024,6,Training and Personal Development,30.34137931
Legacy Data,12/02/2024,7,General Admin Tasks,59.13793103
Legacy Data,12/02/2024,7,MHIST Team Meetings,21.72413793
Legacy Data,12/02/2024,7,NHSE Gov and Prof,8.568965517
Legacy Data,12/02/2024,7,Training and Personal Development,30.34137931
Legacy Data,19/02/2024,8,General Admin Tasks,59.13793103
Legacy Data,19/02/2024,8,MHIST Team Meetings,21.72413793
Legacy Data,19/02/2024,8,NHSE Gov and Prof,8.568965517
Legacy Data,19/02/2024,8,Training and Personal Development,30.34137931
Legacy Data,26/02/2024,9,General Admin Tasks,55.08342603
Legacy Data,26/02/2024,9,MHIST Team Meetings,20.39766407
Legacy Data,26/02/2024,9,NHSE Gov and Prof,10.26751947
Legacy Data,26/02/2024,9,Training and Personal Development,29.0185762
Legacy Data,04/03/2024,10,General Admin Tasks,49.67741935
Legacy Data,04/03/2024,10,MHIST Team Meetings,18.62903226
Legacy Data,04/03/2024,10,NHSE Gov and Prof,12.53225806
Legacy Data,04/03/2024,10,Training and Personal Development,27.25483871
Legacy Data,11/03/2024,11,General Admin Tasks,49.67741935
Legacy Data,11/03/2024,11,MHIST Team Meetings,18.62903226
Legacy Data,11/03/2024,11,NHSE Gov and Prof,12.53225806
Legacy Data,11/03/2024,11,Training and Personal Development,27.25483871
Legacy Data,18/03/2024,12,General Admin Tasks,49.67741935
Legacy Data,18/03/2024,12,MHIST Team Meetings,18.62903226
Legacy Data,18/03/2024,12,NHSE Gov and Prof,12.53225806
Legacy Data,18/03/2024,12,Training and Personal Development,27.25483871
Legacy Data,25/03/2024,13,General Admin Tasks,49.67741935
Legacy Data,25/03/2024,13,MHIST Team Meetings,18.62903226
Legacy Data,25/03/2024,13,NHSE Gov and Prof,12.53225806
Legacy Data,25/03/2024,13,Training and Personal Development,27.25483871
Legacy Data,01/04/2024,14,General Admin Tasks,42.46666667
Legacy Data,01/04/2024,14,MHIST Team Meetings,17.5
Legacy Data,01/04/2024,14,NHSE Gov and Prof,3.15
Legacy Data,01/04/2024,14,Training and Personal Development,27.93
Legacy Data,08/04/2024,15,General Admin Tasks,42.46666667
Legacy Data,08/04/2024,15,MHIST Team Meetings,17.5
Legacy Data,08/04/2024,15,NHSE Gov and Prof,3.15
Legacy Data,08/04/2024,15,Training and Personal Development,27.93
Legacy Data,15/04/2024,16,General Admin Tasks,42.46666667
Legacy Data,15/04/2024,16,MHIST Team Meetings,17.5
Legacy Data,15/04/2024,16,NHSE Gov and Prof,3.15
Legacy Data,15/04/2024,16,Training and Personal Development,27.93
Legacy Data,22/04/2024,17,General Admin Tasks,42.46666667
Legacy Data,22/04/2024,17,MHIST Team Meetings,17.5
Legacy Data,22/04/2024,17,NHSE Gov and Prof,3.15
Legacy Data,22/04/2024,17,Training and Personal Development,27.93
Legacy Data,29/04/2024,18,General Admin Tasks,39.71397849
Legacy Data,29/04/2024,18,MHIST Team Meetings,26.77419355
Legacy Data,29/04/2024,18,NHSE Gov and Prof,3.4
Legacy Data,29/04/2024,18,Training and Personal Development,30.99612903
Legacy Data,06/05/2024,19,General Admin Tasks,38.61290323
Legacy Data,06/05/2024,19,MHIST Team Meetings,30.48387097
Legacy Data,06/05/2024,19,NHSE Gov and Prof,3.5
Legacy Data,06/05/2024,19,Training and Personal Development,32.22258065
Legacy Data,13/05/2024,20,General Admin Tasks,38.61290323
Legacy Data,13/05/2024,20,MHIST Team Meetings,30.48387097
Legacy Data,13/05/2024,20,NHSE Gov and Prof,3.5
Legacy Data,13/05/2024,20,Training and Personal Development,32.22258065
Legacy Data,20/05/2024,21,General Admin Tasks,38.61290323
Legacy Data,20/05/2024,21,MHIST Team Meetings,30.48387097
Legacy Data,20/05/2024,21,NHSE Gov and Prof,3.5
Legacy Data,20/05/2024,21,Training and Personal Development,32.22258065
Legacy Data,27/05/2024,22,General Admin Tasks,39.58064516
Legacy Data,27/05/2024,22,MHIST Team Meetings,26.27419355
Legacy Data,27/05/2024,22,NHSE Gov and Prof,3.133333333
Legacy Data,27/05/2024,22,Training and Personal Development,30.6627957
Legacy Data,03/06/2024,23,General Admin Tasks,42
Legacy Data,03/06/2024,23,MHIST Team Meetings,15.75
Legacy Data,03/06/2024,23,NHSE Gov and Prof,2.216666667
Legacy Data,03/06/2024,23,Training and Personal Development,26.76333333
Legacy Data,10/06/2024,24,General Admin Tasks,42
Legacy Data,10/06/2024,24,MHIST Team Meetings,15.75
Legacy Data,10/06/2024,24,NHSE Gov and Prof,2.216666667
Legacy Data,10/06/2024,24,Training and Personal Development,26.76333333
Legacy Data,17/06/2024,25,General Admin Tasks,42
Legacy Data,17/06/2024,25,MHIST Team Meetings,15.75
Legacy Data,17/06/2024,25,NHSE Gov and Prof,2.216666667
Legacy Data,17/06/2024,25,Training and Personal Development,26.76333333
Legacy Data,24/06/2024,26,General Admin Tasks,42
Legacy Data,24/06/2024,26,MHIST Team Meetings,15.75
Legacy Data,24/06/2024,26,NHSE Gov and Prof,2.216666667
Legacy Data,24/06/2024,26,Training and Personal Development,26.76333333
Legacy Data,01/07/2024,27,General Admin Tasks,46.74193548
Legacy Data,01/07/2024,27,MHIST Team Meetings,15.24193548
Legacy Data,01/07/2024,27,NHSE Gov and Prof,3.5
Legacy Data,01/07/2024,27,Training and Personal Development,24.72580645
Legacy Data,08/07/2024,28,General Admin Tasks,46.74193548
Legacy Data,08/07/2024,28,MHIST Team Meetings,15.24193548
Legacy Data,08/07/2024,28,NHSE Gov and Prof,3.5
Legacy Data,08/07/2024,28,Training and Personal Development,24.72580645
Legacy Data,15/07/2024,29,General Admin Tasks,46.74193548
Legacy Data,15/07/2024,29,MHIST Team Meetings,15.24193548
Legacy Data,15/07/2024,29,NHSE Gov and Prof,3.5
Legacy Data,15/07/2024,29,Training and Personal Development,24.72580645
Legacy Data,22/07/2024,30,General Admin Tasks,46.74193548
Legacy Data,22/07/2024,30,MHIST Team Meetings,15.24193548
Legacy Data,22/07/2024,30,NHSE Gov and Prof,3.5
Legacy Data,22/07/2024,30,Training and Personal Development,24.72580645
Legacy Data,29/07/2024,31,General Admin Tasks,44.41935484
Legacy Data,29/07/2024,31,MHIST Team Meetings,15.24193548
Legacy Data,29/07/2024,31,NHSE Gov and Prof,2.725806452
Legacy Data,29/07/2024,31,Training and Personal Development,21.51935484
Legacy Data,05/08/2024,32,General Admin Tasks,42.67741935
Legacy Data,05/08/2024,32,MHIST Team Meetings,15.24193548
Legacy Data,05/08/2024,32,NHSE Gov and Prof,2.14516129
Legacy Data,05/08/2024,32,Training and Personal Development,19.11451613
Legacy Data,12/08/2024,33,General Admin Tasks,42.67741935
Legacy Data,12/08/2024,33,MHIST Team Meetings,15.24193548
Legacy Data,12/08/2024,33,NHSE Gov and Prof,2.14516129
Legacy Data,12/08/2024,33,Training and Personal Development,19.11451613
Legacy Data,19/08/2024,34,General Admin Tasks,42.67741935
Legacy Data,19/08/2024,34,MHIST Team Meetings,15.24193548
Legacy Data,19/08/2024,34,NHSE Gov and Prof,2.14516129
Legacy Data,19/08/2024,34,Training and Personal Development,19.11451613
Legacy Data,26/08/2024,35,General Admin Tasks,43.58064516
Legacy Data,26/08/2024,35,MHIST Team Meetings,15.56451613
Legacy Data,26/08/2024,35,NHSE Gov and Prof,2.388709677
Legacy Data,26/08/2024,35,Training and Personal Development,19.64053763
Legacy Data,02/09/2024,36,General Admin Tasks,49
Legacy Data,02/09/2024,36,MHIST Team Meetings,17.5
Legacy Data,02/09/2024,36,NHSE Gov and Prof,3.85
Legacy Data,02/09/2024,36,Training and Personal Development,22.79666667
Legacy Data,09/09/2024,37,General Admin Tasks,49
Legacy Data,09/09/2024,37,MHIST Team Meetings,17.5
Legacy Data,09/09/2024,37,NHSE Gov and Prof,3.85
Legacy Data,09/09/2024,37,Training and Personal Development,22.79666667
Legacy Data,16/09/2024,38,General Admin Tasks,49
Legacy Data,16/09/2024,38,MHIST Team Meetings,17.5
Legacy Data,16/09/2024,38,NHSE Gov and Prof,3.85
Legacy Data,16/09/2024,38,Training and Personal Development,22.79666667
Legacy Data,23/09/2024,39,General Admin Tasks,49
Legacy Data,23/09/2024,39,MHIST Team Meetings,17.5
Legacy Data,23/09/2024,39,NHSE Gov and Prof,3.85
Legacy Data,23/09/2024,39,Training and Personal Development,22.79666667
Legacy Data,30/09/2024,40,General Admin Tasks,60.41935484
Legacy Data,30/09/2024,40,MHIST Team Meetings,19.91935484
Legacy Data,30/09/2024,40,NHSE Gov and Prof,3.453225806
Legacy Data,30/09/2024,40,Training and Personal Development,39.15989247
Legacy Data,07/10/2024,41,General Admin Tasks,62.32258065
Legacy Data,07/10/2024,41,MHIST Team Meetings,20.32258065
Legacy Data,07/10/2024,41,NHSE Gov and Prof,3.387096774
Legacy Data,07/10/2024,41,Training and Personal Development,41.88709677
Legacy Data,14/10/2024,42,General Admin Tasks,62.32258065
Legacy Data,14/10/2024,42,MHIST Team Meetings,20.32258065
Legacy Data,14/10/2024,42,NHSE Gov and Prof,3.387096774
Legacy Data,14/10/2024,42,Training and Personal Development,41.88709677
Legacy Data,21/10/2024,43,General Admin Tasks,62.32258065
Legacy Data,21/10/2024,43,MHIST Team Meetings,20.32258065
Legacy Data,21/10/2024,43,NHSE Gov and Prof,3.387096774
Legacy Data,21/10/2024,43,Training and Personal Development,41.88709677
Legacy Data,28/10/2024,44,General Admin Tasks,60.81290323
Legacy Data,28/10/2024,44,MHIST Team Meetings,25.81290323
Legacy Data,28/10/2024,44,NHSE Gov and Prof,3.585483871
Legacy Data,28/10/2024,44,Training and Personal Development,41.80548387
Legacy Data,04/11/2024,45,General Admin Tasks,58.8
Legacy Data,04/11/2024,45,MHIST Team Meetings,33.13333333
Legacy Data,04/11/2024,45,NHSE Gov and Prof,3.85
Legacy Data,04/11/2024,45,Training and Personal Development,41.69666667
Legacy Data,11/11/2024,46,General Admin Tasks,58.8
Legacy Data,11/11/2024,46,MHIST Team Meetings,33.13333333
Legacy Data,11/11/2024,46,NHSE Gov and Prof,3.85
Legacy Data,11/11/2024,46,Training and Personal Development,41.69666667
Legacy Data,18/11/2024,47,General Admin Tasks,58.8
Legacy Data,18/11/2024,47,MHIST Team Meetings,33.13333333
Legacy Data,18/11/2024,47,NHSE Gov and Prof,3.85
Legacy Data,18/11/2024,47,Training and Personal Development,41.69666667
Legacy Data,25/11/2024,48,General Admin Tasks,58.14193548
Legacy Data,25/11/2024,48,MHIST Team Meetings,31.30322581
Legacy Data,25/11/2024,48,NHSE Gov and Prof,3.670967742
Legacy Data,25/11/2024,48,Training and Personal Development,41.49483871
Legacy Data,02/12/2024,49,General Admin Tasks,54.19354839
Legacy Data,02/12/2024,49,MHIST Team Meetings,20.32258065
Legacy Data,02/12/2024,49,NHSE Gov and Prof,2.596774194
Legacy Data,02/12/2024,49,Training and Personal Development,40.28387097
Legacy Data,09/12/2024,50,General Admin Tasks,54.19354839
Legacy Data,09/12/2024,50,MHIST Team Meetings,20.32258065
Legacy Data,09/12/2024,50,NHSE Gov and Prof,2.596774194
Legacy Data,09/12/2024,50,Training and Personal Development,40.28387097
Legacy Data,16/12/2024,51,General Admin Tasks,54.19354839
Legacy Data,16/12/2024,51,MHIST Team Meetings,20.32258065
Legacy Data,16/12/2024,51,NHSE Gov and Prof,2.596774194
Legacy Data,16/12/2024,51,Training and Personal Development,40.28387097
Legacy Data,23/12/2024,52,General Admin Tasks,54.19354839
Legacy Data,23/12/2024,52,MHIST Team Meetings,20.32258065
Legacy Data,23/12/2024,52,NHSE Gov and Prof,2.596774194
Legacy Data,23/12/2024,52,Training and Personal Development,40.28387097
Legacy Data,30/12/2024,1,General Admin Tasks,58.06451613
Legacy Data,30/12/2024,1,MHIST Team Meetings,20.32258065
Legacy Data,30/12/2024,1,NHSE Gov and Prof,3.64516129
Legacy Data,30/12/2024,1,Training and Personal Development,51.41290323
Legacy Data,06/01/2025,2,General Admin Tasks,59.61290323
Legacy Data,06/01/2025,2,MHIST Team Meetings,20.32258065
Legacy Data,06/01/2025,2,NHSE Gov and Prof,4.064516129
Legacy Data,06/01/2025,2,Training and Personal Development,55.86451613
Legacy Data,13/01/2025,3,General Admin Tasks,59.61290323
Legacy Data,13/01/2025,3,MHIST Team Meetings,20.32258065
Legacy Data,13/01/2025,3,NHSE Gov and Prof,4.064516129
Legacy Data,13/01/2025,3,Training and Personal Development,55.86451613
Legacy Data,20/01/2025,4,General Admin Tasks,59.61290323
Legacy Data,20/01/2025,4,MHIST Team Meetings,20.32258065
Legacy Data,20/01/2025,4,NHSE Gov and Prof,4.064516129
Legacy Data,20/01/2025,4,Training and Personal Development,55.86451613
Legacy Data,27/01/2025,5,General Admin Tasks,59.7235023
Legacy Data,27/01/2025,5,MHIST Team Meetings,20.94470046
Legacy Data,27/01/2025,5,NHSE Gov and Prof,3.938940092
Legacy Data,27/01/2025,5,Training and Personal Development,51.87465438
Legacy Data,03/02/2025,6,General Admin Tasks,60
Legacy Data,03/02/2025,6,MHIST Team Meetings,22.5
Legacy Data,03/02/2025,6,NHSE Gov and Prof,3.625
Legacy Data,03/02/2025,6,Training and Personal Development,41.9
Legacy Data,10/02/2025,7,General Admin Tasks,60
Legacy Data,10/02/2025,7,MHIST Team Meetings,22.5
Legacy Data,10/02/2025,7,NHSE Gov and Prof,3.625
Legacy Data,10/02/2025,7,Training and Personal Development,41.9
Legacy Data,17/02/2025,8,General Admin Tasks,60
Legacy Data,17/02/2025,8,MHIST Team Meetings,22.5
Legacy Data,17/02/2025,8,NHSE Gov and Prof,3.625
Legacy Data,17/02/2025,8,Training and Personal Development,41.9
Legacy Data,24/02/2025,9,General Admin Tasks,59.11520737
Legacy Data,24/02/2025,9,MHIST Team Meetings,27.6843318
Legacy Data,24/02/2025,9,NHSE Gov and Prof,3.363479263
Legacy Data,24/02/2025,9,Training and Personal Development,45.4124424
Legacy Data,03/03/2025,10,General Admin Tasks,56.90322581
Legacy Data,03/03/2025,10,MHIST Team Meetings,40.64516129
Legacy Data,03/03/2025,10,NHSE Gov and Prof,2.709677419
Legacy Data,03/03/2025,10,Training and Personal Development,54.19354839
Legacy Data,10/03/2025,11,General Admin Tasks,56.90322581
Legacy Data,10/03/2025,11,MHIST Team Meetings,40.64516129
Legacy Data,10/03/2025,11,NHSE Gov and Prof,2.709677419
Legacy Data,10/03/2025,11,Training and Personal Development,54.19354839
Legacy Data,17/03/2025,12,General Admin Tasks,56.90322581
Legacy Data,17/03/2025,12,MHIST Team Meetings,40.64516129
Legacy Data,17/03/2025,12,NHSE Gov and Prof,2.709677419
Legacy Data,17/03/2025,12,Training and Personal Development,54.19354839
Legacy Data,24/03/2025,13,General Admin Tasks,56.90322581
Legacy Data,24/03/2025,13,MHIST Team Meetings,40.64516129
Legacy Data,24/03/2025,13,NHSE Gov and Prof,2.709677419
Legacy Data,24/03/2025,13,Training and Personal Development,54.19354839
Legacy Data,31/03/2025,14,General Admin Tasks,56.12903226
Legacy Data,31/03/2025,14,MHIST Team Meetings,23.80645161
Legacy Data,31/03/2025,14,NHSE Gov and Prof,11.78709677
Legacy Data,31/03/2025,14,Training and Personal Development,31.34193548
